,title,rating,ratings_total,price,link,category
35,Comet Lemon Fresh Disinfectant Cleanser with Bleach - 21oz,4.8,994.0,0.99,https://www.target.com/p/comet-lemon-fresh-disinfectant-cleanser-with-bleach-21oz/-/A-13923950,Household Essentials
36,Kleenex Perfect Fit Facial Tissue - 4pk/50ct,4.6,6457.0,7.49,https://www.target.com/p/kleenex-perfect-fit-facial-tissue-4pk-50ct/-/A-16719210,Household Essentials
37,"Dawn Platinum Powerwash Dish Spray, Dish Soap Refill - Fresh Scent - 16oz",4.6,2278.0,3.99,https://www.target.com/p/dawn-platinum-powerwash-dish-spray-dish-soap-refill-fresh-scent-16oz/-/A-77789613,Household Essentials
38,Windex Glass Cleaner Original Blue Spray - 26 fl oz,4.7,4253.0,4.79,https://www.target.com/p/windex-glass-cleaner-original-blue-spray-26-fl-oz/-/A-53411349,Household Essentials
39,Dawn Platinum Powerwash Dishwashing Liquid Dish Soap Spray - Fresh Scent - 16oz,4.4,2584.0,4.99,https://www.target.com/p/dawn-platinum-powerwash-dishwashing-liquid-dish-soap-spray-fresh-scent-16oz/-/A-77789611,Household Essentials
40,Make-A-Size Paper Towels - 1 Roll - Smartly&#8482;,,,0.69,https://www.target.com/p/make-a-size-paper-towels-1-roll-smartly-8482/-/A-75557219,Household Essentials
41,Clorox Clean-Up All Purpose Cleaner with Bleach Spray Bottle Rain Clean Scent - 32 fl oz,4.8,1444.0,4.59,https://www.target.com/p/clorox-clean-up-all-purpose-cleaner-with-bleach-spray-bottle-rain-clean-scent-32-fl-oz/-/A-13028422,Household Essentials
42,Arm &#38; Hammer Carpet &#38; Room Extra Strength Odor Eliminator - 42.6oz,4.7,1471.0,2.19,https://www.target.com/p/arm-38-hammer-carpet-38-room-extra-strength-odor-eliminator-42-6oz/-/A-76161784,Household Essentials
43,All Liquid Laundry Detergent - Free Clear for Sensitive Skin -  88 fl oz,,,8.29,https://www.target.com/p/all-liquid-laundry-detergent-free-clear-for-sensitive-skin-88-fl-oz/-/A-13219348,Household Essentials
44,Comet with Bleach Disinfectant Cleanser Scratch Free - 21oz,4.8,723.0,0.99,https://www.target.com/p/comet-with-bleach-disinfectant-cleanser-scratch-free-21oz/-/A-13219649,Household Essentials
45,White Disposable Cup - 3 fl oz - 150ct - Smartly&#8482;,4.7,894.0,2.49,https://www.target.com/p/white-disposable-cup-3-fl-oz-150ct-smartly-8482/-/A-75557230,Household Essentials
46,OxiClean Laundry Stain Remover Spray - 21.5 fl oz,4.5,9180.0,3.39,https://www.target.com/p/oxiclean-laundry-stain-remover-spray-21-5-fl-oz/-/A-12856508,Household Essentials
47,Premium Ultra Soft Toilet Paper - 18 Mega Rolls - up &#38; up&#8482;,,,16.49,https://www.target.com/p/premium-ultra-soft-toilet-paper-18-mega-rolls-up-38-up-8482/-/A-76596531,Household Essentials
48,OxiClean Laundry Stain Remover Spray - 21.5 fl oz,4.5,9180.0,3.39,https://www.target.com/p/oxiclean-laundry-stain-remover-spray-21-5-fl-oz/-/A-12856508,Household Essentials
49,Premium Ultra Soft Toilet Paper - 18 Mega Rolls - up &#38; up&#8482;,,,16.49,https://www.target.com/p/premium-ultra-soft-toilet-paper-18-mega-rolls-up-38-up-8482/-/A-76596531,Household Essentials
50,Cascade Platinum ActionPacs Dishwasher Detergent - Fresh - 62ct,,,19.99,https://www.target.com/p/cascade-platinum-actionpacs-dishwasher-detergent-fresh-62ct/-/A-51901423,Household Essentials
51,Kids Printed Paper Plate 8.5&#34; - 40ct - up &#38; up&#8482;,4.9,1517.0,2.69,https://www.target.com/p/kids-printed-paper-plate-8-5-34-40ct-up-38-up-8482/-/A-75666860,Household Essentials
52,Heavy Duty White Paper Plates 8.5&#34; - 55ct- up &#38; up&#8482;,4.7,758.0,3.59,https://www.target.com/p/heavy-duty-white-paper-plates-8-5-34-55ct-up-38-up-8482/-/A-78774789,Household Essentials
53,Kleenex Slim Pack Facial Tissue - 6pk/10ct,,,2.39,https://www.target.com/p/kleenex-slim-pack-facial-tissue-6pk-10ct/-/A-14736256,Household Essentials
54,Clorox Bleach Free Disinfecting Wipes Value Pack - 105ct/3pk,4.8,24575.0,7.39,https://www.target.com/p/clorox-bleach-free-disinfecting-wipes-value-pack-105ct-3pk/-/A-12992464,Household Essentials
55,Kleenex Winter Hand Paper Towels - 55ct,4.5,1716.0,3.19,https://www.target.com/p/kleenex-winter-hand-paper-towels-55ct/-/A-86912997,Household Essentials
56,Holiday Ultra Soft Facial Tissue - 65ct/4pk - up &#38; up&#8482;,4.4,39.0,5.29,https://www.target.com/p/holiday-ultra-soft-facial-tissue-65ct-4pk-up-38-up-8482/-/A-86086744,Household Essentials
57,"Cascade Complete Dishwasher Detergent Gel with Dawn Grease Fighting Power, Citrus Breeze Scent - 75oz",4.6,893.0,6.79,https://www.target.com/p/cascade-complete-dishwasher-detergent-gel-with-dawn-grease-fighting-power-citrus-breeze-scent-75oz/-/A-13044037,Household Essentials
58,Shout Triple-Acting Stain Remover Spray - 22 fl oz,4.7,1307.0,3.59,https://www.target.com/p/shout-triple-acting-stain-remover-spray-22-fl-oz/-/A-12972708,Household Essentials
59,Mr. Clean Multi Surface All Purpose Cleaner - Febreze Meadows and Rain Scent - 45 fl oz,4.9,942.0,3.29,https://www.target.com/p/mr-clean-multi-surface-all-purpose-cleaner-febreze-meadows-and-rain-scent-45-fl-oz/-/A-75661939,Household Essentials
60,Bounty Full Sheet Paper Towels - 6 Triple Rolls,,,16.99,https://www.target.com/p/bounty-full-sheet-paper-towels-6-triple-rolls/-/A-83935762,Household Essentials
61,Slider Gallon Freezer Bags 30ct - up &#38; up&#8482;,4.7,1082.0,2.99,https://www.target.com/p/slider-gallon-freezer-bags-30ct-up-38-up-8482/-/A-15698323,Household Essentials
62,Toilet Bowl Cleaner - 24 fl oz - up &#38; up&#8482;,4.2,265.0,1.99,https://www.target.com/p/toilet-bowl-cleaner-24-fl-oz-up-38-up-8482/-/A-78049898,Household Essentials
63,Charmin Ultra Strong Toilet Paper - 12 Super Mega Rolls,,,19.99,https://www.target.com/p/charmin-ultra-strong-toilet-paper-12-super-mega-rolls/-/A-52238984,Household Essentials
64,Disposable Clear Cups - 18oz - 28ct- up &#38; up&#8482;,4.8,673.0,3.29,https://www.target.com/p/disposable-clear-cups-18oz-28ct-up-38-up-8482/-/A-17327745,Household Essentials
65,Sprouts Paper Plate 7&#34; - 58ct - up &#38; up&#8482;,4.7,822.0,3.59,https://www.target.com/p/sprouts-paper-plate-7-34-58ct-up-38-up-8482/-/A-75666850,Household Essentials
66,Clear Disposable Cup - 9 fl oz - 80ct - Smartly&#8482;,4.7,877.0,3.79,https://www.target.com/p/clear-disposable-cup-9-fl-oz-80ct-smartly-8482/-/A-75557224,Household Essentials
67,Drano Max Gel Clog Remover - 80oz,,,7.29,https://www.target.com/p/drano-max-gel-clog-remover-80oz/-/A-12972765,Household Essentials
68,Bar Keepers Friend Multipurpose Household Cleanser &#38; Polish - 21oz,4.7,659.0,2.19,https://www.target.com/p/bar-keepers-friend-multipurpose-household-cleanser-38-polish-21oz/-/A-13304297,Household Essentials
69,Clorox Toilet Bowl Cleaner with Bleach - Rain Clean - 24oz/2pk,4.7,1303.0,5.29,https://www.target.com/p/clorox-toilet-bowl-cleaner-with-bleach-rain-clean-24oz-2pk/-/A-13025566,Household Essentials
70,100% Recycled Paper Towels - 2 Rolls - Everspring&#8482;,,,3.49,https://www.target.com/p/100-recycled-paper-towels-2-rolls-everspring-8482/-/A-75663217,Household Essentials
71,Gain + Aroma Boost Original Scent HE Compatible Liquid Laundry Detergent - 154 fl oz,,,15.99,https://www.target.com/p/gain-aroma-boost-original-scent-he-compatible-liquid-laundry-detergent-154-fl-oz/-/A-78016139,Household Essentials
72,OxiClean MaxForce Laundry Stain Remover Spray - 12 fl oz,4.6,1897.0,4.29,https://www.target.com/p/oxiclean-maxforce-laundry-stain-remover-spray-12-fl-oz/-/A-12856530,Household Essentials
73,Paper Bowl - White - 42ct/12oz - up &#38; up&#8482;,4.7,766.0,3.29,https://www.target.com/p/paper-bowl-white-42ct-12oz-up-38-up-8482/-/A-78467053,Household Essentials
74,Clorox Plus Tilex Mold and Mildew Remover Spray Bottle - 32oz,4.7,1162.0,4.89,https://www.target.com/p/clorox-plus-tilex-mold-and-mildew-remover-spray-bottle-32oz/-/A-12992471,Household Essentials
75,Puffs Plus Lotion with Scent of VICKS Facial Tissue - 4pk/48ct,,,6.99,https://www.target.com/p/puffs-plus-lotion-with-scent-of-vicks-facial-tissue-4pk-48ct/-/A-80597500,Household Essentials
76,Tide Plus Ultra Oxi Liquid Laundry Detergent - 92 fl oz,,,12.99,https://www.target.com/p/tide-plus-ultra-oxi-liquid-laundry-detergent-92-fl-oz/-/A-52881368,Household Essentials
77,Facial Tissue Pocket Packs - 8pk/10ct - up &#38; up&#8482;,,,1.99,https://www.target.com/p/facial-tissue-pocket-packs-8pk-10ct-up-38-up-8482/-/A-15394698,Household Essentials
78,Scrub Daddy  Sponge - 4pk,4.8,1122.0,4.79,https://www.target.com/p/scrub-daddy-sponge-4pk/-/A-51163486,Household Essentials
79,Febreze Odor Elminating Air Freshener Plug In - Oil Warmer Device,4.7,815.0,3.29,https://www.target.com/p/febreze-odor-elminating-air-freshener-plug-in-oil-warmer-device/-/A-53216912,Household Essentials
80,Scrubbing Bubbles Bathroom Grime Fighter Disinfectant Citrus Scent Aerosol - 20oz,4.6,1828.0,3.99,https://www.target.com/p/scrubbing-bubbles-bathroom-grime-fighter-disinfectant-citrus-scent-aerosol-20oz/-/A-12972704,Household Essentials
81,Arm &#38; Hammer Baking Soda Fridge-n-Freezer Odor Absorber - 14oz,4.8,1020.0,1.19,https://www.target.com/p/arm-38-hammer-baking-soda-fridge-n-freezer-odor-absorber-14oz/-/A-12856565,Household Essentials
82,Scotch-Brite  Non-Scratch Scrub Sponge - 3pk,,,3.39,https://www.target.com/p/scotch-brite-non-scratch-scrub-sponge-3pk/-/A-76165591,Household Essentials
83,Clorox Bathroom Foamer with Bleach Spray Bottle Original - 30 fl oz,4.4,994.0,4.69,https://www.target.com/p/clorox-bathroom-foamer-with-bleach-spray-bottle-original-30-fl-oz/-/A-75666304,Household Essentials
84,Heavy Duty Aluminum Foil - 55 sq ft - up &#38; up&#8482;,4.7,867.0,4.69,https://www.target.com/p/heavy-duty-aluminum-foil-55-sq-ft-up-38-up-8482/-/A-49093115,Household Essentials
85,Scrubbing Bubbles Bathroom Grime Fighter Bathroom Cleaner Citrus Scent Spray - 32oz,4.5,1893.0,3.99,https://www.target.com/p/scrubbing-bubbles-bathroom-grime-fighter-bathroom-cleaner-citrus-scent-spray-32oz/-/A-14695558,Household Essentials
86,Quart Storage Bags - 50ct - up &#38; up&#8482;,,,2.99,https://www.target.com/p/quart-storage-bags-50ct-up-38-up-8482/-/A-14730775,Household Essentials
87,Kleenex Cooling Lotion Facial Tissue - 45ct,4.7,6199.0,1.69,https://www.target.com/p/kleenex-cooling-lotion-facial-tissue-45ct/-/A-13764297,Household Essentials
88,Lysol To Go Disinfectant Spray - 1.5oz,4.8,375.0,2.49,https://www.target.com/p/lysol-to-go-disinfectant-spray-1-5oz/-/A-84692887,Household Essentials
89,Clorox ToiletWand Disinfecting Refills Disposable Wand Heads - 20ct,4.1,4921.0,10.59,https://www.target.com/p/clorox-toiletwand-disinfecting-refills-disposable-wand-heads-20ct/-/A-13025049,Household Essentials
90,Lysol Crisp Linen Scented Laundry Sanitizer - 41 fl oz,,,6.99,https://www.target.com/p/lysol-crisp-linen-scented-laundry-sanitizer-41-fl-oz/-/A-51848255,Household Essentials
91,Mrs. Meyer&#39;s Clean Day Holiday Hand Soap - Peppermint - 12.5 fl oz,4.5,71.0,4.99,https://www.target.com/p/mrs-meyer-39-s-clean-day-holiday-hand-soap-peppermint-12-5-fl-oz/-/A-86823841,Household Essentials
92,Scrubbing Bubbles Bubbly Bleach Gel Toilet Bowl Cleaner Rainshower Scent - 24oz,4.5,620.0,1.99,https://www.target.com/p/scrubbing-bubbles-bubbly-bleach-gel-toilet-bowl-cleaner-rainshower-scent-24oz/-/A-53161909,Household Essentials
93,"Swiffer Sweeper 2-in-1 Dry + Wet Floor Mopping and Sweeping Kit 1 Sweeper, 7 Dry Cloths, 3 Wet Cloths",4.3,2688.0,14.49,https://www.target.com/p/swiffer-sweeper-2-in-1-dry-wet-floor-mopping-and-sweeping-kit-1-sweeper-7-dry-cloths-3-wet-cloths/-/A-17316119,Household Essentials
94,Mule Team Borax All Natural Detergent Booster &#38; Multi-Purpose Household Cleaner - 65oz,4.9,1383.0,5.99,https://www.target.com/p/mule-team-borax-all-natural-detergent-booster-38-multi-purpose-household-cleaner-65oz/-/A-13315486,Household Essentials
95,All-Purpose Cleaner with Bleach - 32oz - up &#38; up&#8482;,4.4,1021.0,2.29,https://www.target.com/p/all-purpose-cleaner-with-bleach-32oz-up-38-up-8482/-/A-14694531,Household Essentials
96,Disposable Red Cups - 18oz - 36ct - up &#38; up&#8482;,,,2.69,https://www.target.com/p/disposable-red-cups-18oz-36ct-up-38-up-8482/-/A-15723662,Household Essentials
97,Non-Scratch Scrub Sponges - 3ct - up &#38; up&#8482;,4.5,824.0,2.89,https://www.target.com/p/non-scratch-scrub-sponges-3ct-up-38-up-8482/-/A-76078874,Household Essentials
98,Charmin Ultra Soft Toilet Paper - 8 Super Mega Rolls,,,14.99,https://www.target.com/p/charmin-ultra-soft-toilet-paper-8-super-mega-rolls/-/A-75665978,Household Essentials
99,Disinfecting Wipes Lemon Scent 35 ct - up &#38; up&#8482;,4.7,1158.0,1.89,https://www.target.com/p/disinfecting-wipes-lemon-scent-35-ct-up-38-up-8482/-/A-14694518,Household Essentials
100,Dixie Ultra 10 1/16&#34; Paper Plates - 64ct,,,9.99,https://www.target.com/p/dixie-ultra-10-1-16-34-paper-plates-64ct/-/A-17424474,Household Essentials
101,Pine-Sol Multi-Surface Cleaner - Original Pine - 48oz,,,4.99,https://www.target.com/p/pine-sol-multi-surface-cleaner-original-pine-48oz/-/A-52494332,Household Essentials
102,Hefty Ultra Strong Tall Kitchen Drawstring Trash Bags - Clean Burst Scent - 13 Gallon - 50ct,4.6,637.0,10.99,https://www.target.com/p/hefty-ultra-strong-tall-kitchen-drawstring-trash-bags-clean-burst-scent-13-gallon-50ct/-/A-14779626,Household Essentials
103,Scrub Daddy Dye Free Scrub Mommy Sponge - 1.5oz,4.8,761.0,3.99,https://www.target.com/p/scrub-daddy-dye-free-scrub-mommy-sponge-1-5oz/-/A-81528381,Household Essentials
104,Clorox Disinfecting Bathroom Cleaner Spray Bottle - 30oz,4.8,897.0,3.99,https://www.target.com/p/clorox-disinfecting-bathroom-cleaner-spray-bottle-30oz/-/A-13028043,Household Essentials
105,Clorox Disinfecting Bleach - Regular - 81oz,4.8,851.0,5.89,https://www.target.com/p/clorox-disinfecting-bleach-regular-81oz/-/A-77787198,Household Essentials
106,Mrs. Meyer&#39;s Clean Day Holiday Hand Soap - Iowa Pine - 12.5 fl oz,4.7,117.0,4.99,https://www.target.com/p/mrs-meyer-39-s-clean-day-holiday-hand-soap-iowa-pine-12-5-fl-oz/-/A-86823854,Household Essentials
107,Sprouts Border Paper Bowl - 42ct - up &#38; up&#8482;,4.7,592.0,3.59,https://www.target.com/p/sprouts-border-paper-bowl-42ct-up-38-up-8482/-/A-75666865,Household Essentials
108,Mr. Clean Antibacterial Multi Surface All Purpose Cleaner - Summer Citrus Scent - 45 fl oz,4.7,820.0,,https://www.target.com/p/mr-clean-antibacterial-multi-surface-all-purpose-cleaner-summer-citrus-scent-45-fl-oz/-/A-75661937,Household Essentials
109,Bounce Outdoor Fresh Dryer Sheets - 250ct,,,10.99,https://www.target.com/p/bounce-outdoor-fresh-dryer-sheets-250ct/-/A-76152966,Household Essentials
110,Paper Plate 8.5&#34; - 55ct - up &#38; up&#8482;,4.7,303.0,3.59,https://www.target.com/p/paper-plate-8-5-34-55ct-up-38-up-8482/-/A-84636809,Household Essentials
111,Gain Original Dryer Sheets - 105ct,4.8,1307.0,4.49,https://www.target.com/p/gain-original-dryer-sheets-105ct/-/A-51847739,Household Essentials
112,Dawn Platinum Ez-Squeeze Dishwashing Liquid Dish Soap - 18 fl oz,4.8,587.0,3.99,https://www.target.com/p/dawn-platinum-ez-squeeze-dishwashing-liquid-dish-soap-18-fl-oz/-/A-84230939,Household Essentials
113,Scott 1000 Toilet Paper - 18 Rolls,,,16.69,https://www.target.com/p/scott-1000-toilet-paper-18-rolls/-/A-81566326,Household Essentials
114,Glad Press&#39;N Seal + Plastic Food Wrap - 100 sq ft,4.6,2745.0,4.99,https://www.target.com/p/glad-press-39-n-seal-plastic-food-wrap-100-sq-ft/-/A-14771700,Household Essentials
115,Downy Light Ocean Mist Laundry Scent Booster Beads for Washer with No Heavy Perfumes - 26.5oz,,,15.99,https://www.target.com/p/downy-light-ocean-mist-laundry-scent-booster-beads-for-washer-with-no-heavy-perfumes-26-5oz/-/A-83362610,Household Essentials
116,Bounce Free &#38; Gentle Unscented Fabric Softener Dryer Sheets for Sensitive Skin - 250ct,4.6,1137.0,10.99,https://www.target.com/p/bounce-free-38-gentle-unscented-fabric-softener-dryer-sheets-for-sensitive-skin-250ct/-/A-76152964,Household Essentials
117,Lint Roller 120 Sheets - up &#38; up&#8482;,4.6,1079.0,4.69,https://www.target.com/p/lint-roller-120-sheets-up-38-up-8482/-/A-51188759,Household Essentials
118,Dapple Bottle &#38; Dish Soap - Fragrance Free - 16.9 fl oz,4.8,1718.0,4.99,https://www.target.com/p/dapple-bottle-38-dish-soap-fragrance-free-16-9-fl-oz/-/A-16889627,Household Essentials
119,Scotch-Brite Stainless Steel Scrubbing Pads 3-pk.,4.7,752.0,2.69,https://www.target.com/p/scotch-brite-stainless-steel-scrubbing-pads-3-pk/-/A-13356889,Household Essentials
0,Women&#39;s Holiday Dino Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Pink 4-10,4.9,25.0,3.0,https://www.target.com/p/women-39-s-holiday-dino-cozy-crew-socks-with-gift-card-holder-wondershop-8482-pink-4-10/-/A-86266622,Women
1,Women&#39;s Fair Isle Santa Sloth Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Gray 4-10,5.0,13.0,3.0,https://www.target.com/p/women-39-s-fair-isle-santa-sloth-cozy-crew-socks-with-gift-card-holder-wondershop-8482-gray-4-10/-/A-86266615,Women
2,Women&#39;s Penguins Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; White 4-10,4.3,9.0,3.0,https://www.target.com/p/women-39-s-penguins-cozy-crew-socks-with-gift-card-holder-wondershop-8482-white-4-10/-/A-86266624,Women
3,Women&#39;s Winter Llama Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Mint Green 4-10,4.5,15.0,3.0,https://www.target.com/p/women-39-s-winter-llama-cozy-crew-socks-with-gift-card-holder-wondershop-8482-mint-green-4-10/-/A-86266619,Women
4,Women&#39;s Holiday Flamingos Low Cut Socks - Xhilaration&#8482; Teal Blue 4-10,4.8,24.0,1.5,https://www.target.com/p/women-39-s-holiday-flamingos-low-cut-socks-xhilaration-8482-teal-blue-4-10/-/A-86214800,Women
5,Women&#39;s Santa Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Red/White 4-10,5.0,11.0,3.0,https://www.target.com/p/women-39-s-santa-cozy-crew-socks-with-gift-card-holder-wondershop-8482-red-white-4-10/-/A-86266610,Women
6,Women&#39;s Igloo Penguin Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Dark Teal Blue 4-10,4.7,11.0,3.0,https://www.target.com/p/women-39-s-igloo-penguin-cozy-crew-socks-with-gift-card-holder-wondershop-8482-dark-teal-blue-4-10/-/A-86266617,Women
7,Women&#39;s Holiday Hedgehogs Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Black 4-10,4.9,12.0,3.0,https://www.target.com/p/women-39-s-holiday-hedgehogs-cozy-crew-socks-with-gift-card-holder-wondershop-8482-black-4-10/-/A-86266621,Women
8,Women&#39;s Gingerbread Cookies Cozy Holiday Crew Socks - Wondershop&#8482; Red 4-10,4.8,12.0,5.0,https://www.target.com/p/women-39-s-gingerbread-cookies-cozy-holiday-crew-socks-wondershop-8482-red-4-10/-/A-86086804,Women
9,Women&#39;s Holiday Mickey Mouse Fleece Matching Family Pajama Pants - Gray XL,,,5.0,https://www.target.com/p/women-39-s-holiday-mickey-mouse-fleece-matching-family-pajama-pants-gray-xl/-/A-85980173,Women
10,Women&#39;s Spacedye Super Soft Crew Boot Socks - Universal Thread&#8482; Ivory/Oatmeal/Heather Gray 4-10,4.5,32.0,4.0,https://www.target.com/p/women-39-s-spacedye-super-soft-crew-boot-socks-universal-thread-8482-ivory-oatmeal-heather-gray-4-10/-/A-85992417,Women
11,Women&#39;s Reindeer Cozy Holiday Crew Socks - Wondershop&#8482; Gray 4-10,4.6,14.0,5.0,https://www.target.com/p/women-39-s-reindeer-cozy-holiday-crew-socks-wondershop-8482-gray-4-10/-/A-86086797,Women
12,Women&#39;s Holiday Cow Low Cut Socks - Xhilaration&#8482; Navy Blue 4-10,4.8,31.0,1.5,https://www.target.com/p/women-39-s-holiday-cow-low-cut-socks-xhilaration-8482-navy-blue-4-10/-/A-86214809,Women
13,Women&#39;s 6pk Crew Socks - A New Day&#8482; Black 4-10,,,9.0,https://www.target.com/p/women-39-s-6pk-crew-socks-a-new-day-8482-black-4-10/-/A-52383230,Women
14,Women&#39;s High-Waisted Liquid Leggings - Wild Fable&#8482; Black   S,,,18.0,https://www.target.com/p/women-39-s-high-waisted-liquid-leggings-wild-fable-8482-black-s/-/A-82313469,Women
15,Women&#39;s Skiing Cat Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Cream 4-10,5.0,8.0,3.0,https://www.target.com/p/women-39-s-skiing-cat-cozy-crew-socks-with-gift-card-holder-wondershop-8482-cream-4-10/-/A-86266613,Women
16,Women's Coffee Socks - Xhilaration&#8482; Oatmeal One Size,4.8,262.0,1.5,https://www.target.com/p/women-s-coffee-socks-xhilaration-8482-oatmeal-one-size/-/A-53732363,Women
17,Women&#39;s Short Sleeve Slim Fit Casual T-Shirt - A New Day&#8482; White S,,,5.0,https://www.target.com/p/women-39-s-short-sleeve-slim-fit-casual-t-shirt-a-new-day-8482-white-s/-/A-79724347,Women
18,Women&#39;s Coffee Cat Low Cut Socks - Xhilaration&#8482; Blue 4-10,4.8,373.0,1.5,https://www.target.com/p/women-39-s-coffee-cat-low-cut-socks-xhilaration-8482-blue-4-10/-/A-79483597,Women
19,Women&#39;s Santa Cozy Crew Socks with Gift Card Holder - Wondershop&#8482; Red 4-10,4.9,16.0,3.0,https://www.target.com/p/women-39-s-santa-cozy-crew-socks-with-gift-card-holder-wondershop-8482-red-4-10/-/A-86266614,Women
